"Tarih","Saat","Tuketim"
"13.05.2022","21:00","39.063,63"
"13.05.2022","22:00","37.865,39"
"13.05.2022","23:00","36.002,96"
"14.05.2022","00:00","34.337,88"
"14.05.2022","01:00","32.463,87"
"14.05.2022","02:00","31.362,05"
"14.05.2022","03:00","30.654,75"
"14.05.2022","04:00","30.346,69"
"14.05.2022","05:00","29.433,70"
"14.05.2022","06:00","28.711,48"
"14.05.2022","07:00","30.201,69"
"14.05.2022","08:00","34.467,22"
"14.05.2022","09:00","37.491,00"
"14.05.2022","10:00","39.012,48"
"14.05.2022","11:00","40.098,95"
"14.05.2022","12:00","39.026,19"
"14.05.2022","13:00","39.456,61"
"14.05.2022","14:00","39.558,74"
"14.05.2022","15:00","38.276,40"
"14.05.2022","16:00","37.468,30"
"14.05.2022","17:00","36.736,10"
"14.05.2022","18:00","36.164,33"
"14.05.2022","19:00","36.606,15"
"14.05.2022","20:00","38.216,22"
"14.05.2022","21:00","37.265,95"
"14.05.2022","22:00","36.225,69"
"14.05.2022","23:00","34.664,28"
"15.05.2022","00:00","32.396,51"
"15.05.2022","01:00","30.557,04"
"15.05.2022","02:00","29.341,34"
"15.05.2022","03:00","28.441,83"
"15.05.2022","04:00","28.029,04"
"15.05.2022","05:00","27.059,01"
"15.05.2022","06:00","25.833,17"
"15.05.2022","07:00","26.594,89"
"15.05.2022","08:00","28.647,22"
"15.05.2022","09:00","30.968,31"
"15.05.2022","10:00","32.374,17"
"15.05.2022","11:00","33.679,77"
"15.05.2022","12:00","33.667,26"
"15.05.2022","13:00","33.846,06"
"15.05.2022","14:00","33.623,07"
"15.05.2022","15:00","33.005,63"
"15.05.2022","16:00","32.554,65"
"15.05.2022","17:00","31.968,34"
"15.05.2022","18:00","31.926,48"
"15.05.2022","19:00","32.237,04"
"15.05.2022","20:00","33.591,47"
"15.05.2022","21:00","33.301,14"
"15.05.2022","22:00","32.216,09"
"15.05.2022","23:00","30.973,10"
"16.05.2022","00:00","29.397,03"
"16.05.2022","01:00","28.041,19"
"16.05.2022","02:00","27.322,11"
"16.05.2022","03:00","26.825,73"
"16.05.2022","04:00","26.562,33"
"16.05.2022","05:00","26.072,71"
"16.05.2022","06:00","25.891,04"
"16.05.2022","07:00","28.727,41"
"16.05.2022","08:00","34.829,79"
"16.05.2022","09:00","37.722,20"
"16.05.2022","10:00","39.023,82"
"16.05.2022","11:00","39.874,27"
"16.05.2022","12:00","38.737,24"
"16.05.2022","13:00","39.300,28"
"16.05.2022","14:00","40.200,83"
"16.05.2022","15:00","39.721,67"
"16.05.2022","16:00","39.443,59"
"16.05.2022","17:00","38.623,11"
"16.05.2022","18:00","37.246,93"
"16.05.2022","19:00","37.218,88"
"16.05.2022","20:00","38.728,39"
"16.05.2022","21:00","38.160,80"
"16.05.2022","22:00","36.909,21"
"16.05.2022","23:00","35.442,45"
"17.05.2022","00:00","33.174,44"
"17.05.2022","01:00","31.739,62"
"17.05.2022","02:00","30.742,21"
"17.05.2022","03:00","30.089,35"
"17.05.2022","04:00","29.800,93"
"17.05.2022","05:00","29.208,95"
"17.05.2022","06:00","28.847,85"
"17.05.2022","07:00","31.181,14"
"17.05.2022","08:00","36.092,47"
"17.05.2022","09:00","38.696,20"
"17.05.2022","10:00","39.581,45"
"17.05.2022","11:00","40.398,63"
"17.05.2022","12:00","38.882,05"
"17.05.2022","13:00","39.657,34"
"17.05.2022","14:00","40.667,08"
"17.05.2022","15:00","40.257,21"
"17.05.2022","16:00","39.800,74"
"17.05.2022","17:00","39.113,34"
"17.05.2022","18:00","37.536,68"
"17.05.2022","19:00","37.673,10"
"17.05.2022","20:00","39.184,73"
"17.05.2022","21:00","38.704,33"
"17.05.2022","22:00","37.451,63"
"17.05.2022","23:00","35.914,62"
"18.05.2022","00:00","33.801,31"
"18.05.2022","01:00","32.206,28"
"18.05.2022","02:00","31.119,39"
"18.05.2022","03:00","30.334,67"
"18.05.2022","04:00","30.125,24"
"18.05.2022","05:00","29.530,27"
"18.05.2022","06:00","29.242,87"
"18.05.2022","07:00","31.603,10"
"18.05.2022","08:00","36.904,01"
"18.05.2022","09:00","39.464,08"
"18.05.2022","10:00","40.200,50"
"18.05.2022","11:00","41.091,49"
"18.05.2022","12:00","39.360,23"
"18.05.2022","13:00","39.828,22"
"18.05.2022","14:00","40.097,78"
"18.05.2022","15:00","40.103,92"
"18.05.2022","16:00","39.776,14"
"18.05.2022","17:00","39.167,33"
"18.05.2022","18:00","38.074,77"
"18.05.2022","19:00","38.504,91"
"18.05.2022","20:00","39.257,35"
"18.05.2022","21:00","38.565,99"
"18.05.2022","22:00","37.077,73"
"18.05.2022","23:00","35.155,36"
"19.05.2022","00:00","32.633,64"
"19.05.2022","01:00","31.146,54"
"19.05.2022","02:00","30.127,39"
"19.05.2022","03:00","29.385,57"
"19.05.2022","04:00","29.064,69"
"19.05.2022","05:00","28.185,90"
"19.05.2022","06:00","27.369,21"
"19.05.2022","07:00","28.689,36"
"19.05.2022","08:00","33.166,28"
"19.05.2022","09:00","35.910,35"
"19.05.2022","10:00","37.641,43"
"19.05.2022","11:00","38.534,67"
"19.05.2022","12:00","37.628,55"
"19.05.2022","13:00","37.717,31"
"19.05.2022","14:00","37.911,95"
"19.05.2022","15:00","37.422,13"
"19.05.2022","16:00","36.742,44"
"19.05.2022","17:00","36.158,11"
"19.05.2022","18:00","35.564,09"
"19.05.2022","19:00","35.480,24"
"19.05.2022","20:00","37.130,63"
"19.05.2022","21:00","36.670,82"
"19.05.2022","22:00","35.322,06"
"19.05.2022","23:00","34.139,83"
"20.05.2022","00:00","32.241,09"
"20.05.2022","01:00","30.854,97"
"20.05.2022","02:00","29.858,20"
"20.05.2022","03:00","29.157,23"
"20.05.2022","04:00","29.045,36"
"20.05.2022","05:00","28.395,97"
"20.05.2022","06:00","28.139,03"
"20.05.2022","07:00","30.611,15"
"20.05.2022","08:00","36.260,49"
"20.05.2022","09:00","38.972,05"
"20.05.2022","10:00","39.892,92"
"20.05.2022","11:00","40.825,37"
"20.05.2022","12:00","38.712,44"
"20.05.2022","13:00","38.145,57"
"20.05.2022","14:00","39.618,90"
"20.05.2022","15:00","39.038,81"
"20.05.2022","16:00","38.609,84"
"20.05.2022","17:00","38.036,45"
"20.05.2022","18:00","36.940,42"
"20.05.2022","19:00","37.002,01"
"20.05.2022","20:00","38.709,83"
"20.05.2022","21:00","38.336,44"
"20.05.2022","22:00","37.106,43"
"20.05.2022","23:00","35.240,95"
"21.05.2022","00:00","32.994,32"
"21.05.2022","01:00","31.156,50"
"21.05.2022","02:00","29.945,16"
"21.05.2022","03:00","29.277,84"
"21.05.2022","04:00","29.100,15"
"21.05.2022","05:00","28.221,32"
"21.05.2022","06:00","27.469,07"
"21.05.2022","07:00","28.830,64"
"21.05.2022","08:00","32.951,59"
"21.05.2022","09:00","35.636,10"
"21.05.2022","10:00","37.168,21"
"21.05.2022","11:00","38.050,29"
"21.05.2022","12:00","37.124,57"
"21.05.2022","13:00","37.526,65"
"21.05.2022","14:00","37.564,63"
"21.05.2022","15:00","36.738,86"
"21.05.2022","16:00","36.070,83"
"21.05.2022","17:00","35.195,74"
"21.05.2022","18:00","35.087,03"
"21.05.2022","19:00","35.693,25"
"21.05.2022","20:00","37.332,21"
"21.05.2022","21:00","36.829,19"
"21.05.2022","22:00","35.497,52"
"21.05.2022","23:00","33.624,95"
"22.05.2022","00:00","31.823,09"
"22.05.2022","01:00","30.195,52"
"22.05.2022","02:00","28.833,80"
"22.05.2022","03:00","27.963,05"
"22.05.2022","04:00","27.693,69"
"22.05.2022","05:00","26.421,12"
"22.05.2022","06:00","25.444,36"
"22.05.2022","07:00","26.018,05"
"22.05.2022","08:00","27.854,77"
"22.05.2022","09:00","29.827,23"
"22.05.2022","10:00","31.744,22"
"22.05.2022","11:00","32.643,72"
"22.05.2022","12:00","32.819,68"
"22.05.2022","13:00","33.124,97"
"22.05.2022","14:00","32.858,86"
"22.05.2022","15:00","32.833,04"
"22.05.2022","16:00","32.569,66"
"22.05.2022","17:00","32.587,70"
"22.05.2022","18:00","32.787,53"
"22.05.2022","19:00","33.455,15"
"22.05.2022","20:00","35.494,96"
"22.05.2022","21:00","35.254,64"
"22.05.2022","22:00","34.076,91"
"22.05.2022","23:00","32.751,56"
"23.05.2022","00:00","31.020,57"
"23.05.2022","01:00","29.473,78"
"23.05.2022","02:00","28.448,69"
"23.05.2022","03:00","27.822,65"
"23.05.2022","04:00","27.443,52"
"23.05.2022","05:00","26.739,68"
"23.05.2022","06:00","26.982,79"
"23.05.2022","07:00","29.853,77"
"23.05.2022","08:00","35.879,51"
"23.05.2022","09:00","38.850,00"
"23.05.2022","10:00","39.956,02"
"23.05.2022","11:00","40.552,36"
"23.05.2022","12:00","39.049,69"
"23.05.2022","13:00","39.846,80"
"23.05.2022","14:00","40.687,51"
"23.05.2022","15:00","40.083,88"
"23.05.2022","16:00","39.622,93"
"23.05.2022","17:00","38.876,35"
"23.05.2022","18:00","37.809,51"
"23.05.2022","19:00","37.371,12"
"23.05.2022","20:00","35.730,09"
